,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,523.172047475051,612.2658744468255,157.39584944116282,465.05668959759754,107.53256017320086,212.41950843785182,549.089438834515,274.86759102635824,147.98353565787278,386.9575251218404,327.5619602698395,57.77232866836878,79.62251899202016,23.810708622988557,158.72312797062276,84.01896766161163,298.7529771684973,485.3250228434361,567.7542139849555,569.7978269346203,567.6510694794782,116.16788491931955,439.0268076894533,136.28689466337752,515.0408968307765,38.191489160727905,496.8741735240518,616.4330436217583,245.66827352274385,477.32726654865445
1,523.5276321590408,612.5575436275889,157.62581919329637,465.2800966238879,107.66977640143172,212.49331500772033,549.3748601252912,275.1175783550328,148.20400002608352,387.10000859723226,327.85960070847995,57.88342597990916,79.86318206722046,24.117358146884193,158.967007331557,84.04241677611871,299.00030545906816,485.7098805429303,567.789104722156,569.9163135268267,567.8856990528054,116.36015210718949,439.1864904695356,136.48582365229623,515.2170313834769,38.51740761505968,497.0344281958372,616.6992902373214,246.0402460409264,477.35779591946437
2,523.8832168430305,612.8492128083523,157.8557889454299,465.5035036501783,107.80699262966257,212.56712157758884,549.6602814160674,275.3675656837073,148.42446439429426,387.24249207262415,328.1572411471204,57.994523291449546,80.10384514242077,24.42400767077983,159.21088669249124,84.0658658906258,299.247633749639,486.0947382424245,567.8239954593565,570.0348001190331,568.1203286261326,116.55241929505944,439.34617324961795,136.68475264121494,515.3931659361772,38.84332606939146,497.19468286762265,616.9655368528845,246.41221855910896,477.3883252902743
3,524.2388015270202,613.1408819891157,158.08575869756345,465.72691067646866,107.94420885789343,212.64092814745734,549.9457027068436,275.61755301238185,148.644928762505,387.38497554801603,328.4548815857608,58.10562060298993,80.34450821762107,24.730657194675466,159.4547660534255,84.08931500513289,299.4949620402099,486.4795959419187,567.858886196557,570.1532867112395,568.3549581994598,116.74468648292938,439.5058560297003,136.88368163013365,515.5693004888775,39.169244523723236,497.35493753940807,617.2317834684476,246.78419107729152,477.4188546610842
4,524.5943862110099,613.432551169879,158.315728449697,465.95031770275904,108.08142508612428,212.71473471732585,550.2311239976198,275.8675403410564,148.86539313071574,387.5274590234079,328.75252202440123,58.216717914530314,80.58517129282137,25.037306718571102,159.69864541435973,84.11276411963998,299.74229033078075,486.8644536414129,567.8937769337575,570.2717733034459,568.589587772787,116.93695367079933,439.6655388097826,137.08261061905236,515.7454350415778,39.49516297805501,497.5151922111935,617.4980300840107,247.15616359547408,477.4493840318941
5,524.9499708949996,613.7242203506424,158.54569820183053,466.1737247290494,108.21864131435514,212.78854128719436,550.516545288396,276.1175276697309,149.0858574989265,387.6699424987998,329.05016246304166,58.3278152260707,80.82583436802167,25.34395624246674,159.94252477529398,84.13621323414706,299.9896186213516,487.2493113409071,567.928667670958,570.3902598956523,568.8242173461142,117.12922085866927,439.82522158986495,137.28153960797107,515.9215695942781,39.82108143238679,497.6754468829789,617.7642766995738,247.52813611365664,477.479913402704
6,525.3055555789894,614.0158895314058,158.77566795396407,466.3971317553398,108.355857542586,212.86234785706287,550.8019665791721,276.36751499840545,149.30632186713723,387.8124259741917,329.3478029016821,58.43891253761108,81.06649744322198,25.650605766362375,160.18640413622822,84.15966234865415,300.2369469119225,487.63416904040133,567.9635584081585,570.5087464878587,569.0588469194414,117.32148804653922,439.9849043699473,137.48046859688978,516.0977041469785,40.14699988671857,497.83570155476434,618.0305233151369,247.9001086318392,477.51044277351394
7,525.6611402629791,614.3075587121692,159.00563770609762,466.62053878163016,108.49307377081685,212.93615442693138,551.0873878699483,276.61750232708,149.52678623534797,387.95490944958357,329.6454433403225,58.550009849151465,81.30716051842228,25.95725529025801,160.43028349716246,84.18311146316124,300.48427520249334,488.01902673989554,567.998449145359,570.6272330800651,569.2934764927686,117.51375523440916,440.1445871500296,137.6793975858085,516.2738386996788,40.472918341050345,497.99595622654977,618.2967699307,248.27208115002176,477.54097214432386
8,526.0167249469688,614.5992278929326,159.23560745823116,466.84394580792053,108.6302899990477,213.0099609967999,551.3728091607245,276.8674896557545,149.7472506035587,388.09739292497545,329.94308377896294,58.66110716069185,81.54782359362258,26.263904814153648,160.6741628580967,84.20656057766833,300.7316034930642,488.40388443938974,568.0333398825595,570.7457196722715,569.5281060660958,117.7060224222791,440.30426993011196,137.8783265747272,516.4499732523791,40.79883679538212,498.1562108983352,618.563016546263,248.64405366820432,477.5715015151338
9,526.3723096309585,614.890897073696,159.4655772103647,467.0673528342109,108.76750622727856,213.0837675666684,551.6582304515007,277.11747698442906,149.96771497176945,388.23987640036734,330.2407242176034,58.77220447223223,81.78848666882288,26.570554338049284,160.91804221903095,84.23000969217541,300.97893178363506,488.78874213888395,568.06823061976,570.864206264478,569.762735639423,117.89828961014905,440.4639527101943,138.0772555636459,516.6261078050794,41.1247552497139,498.3164655701206,618.8292631618261,249.01602618638688,477.6020308859437
